Timestamp,URL,URL_Name,Stage,Screenshot_Type,Viewport,Cookie_Name,Cookie_Value,Domain,Path,Expires,Size,HttpOnly,Secure,Session,SameSite,Priority
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,OUS_EXPERIENCE,false,www.capitalgroup.com,/advisor/investments/exchange-traded-funds/details,1969-12-31 15:59:59,19,false,false,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,AFISESSIONID,9ACB1FA8490C841379CB47D021E1A768.nodeA,www.capitalgroup.com,/advisor,1969-12-31 15:59:59,50,true,true,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,ISO-Country,US,www.capitalgroup.com,/,1969-12-31 15:59:59,13,false,true,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,ISO-Region,CA,www.capitalgroup.com,/,1969-12-31 15:59:59,12,false,true,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,ADVISOR_CHECK,x,www.capitalgroup.com,/,1969-12-31 15:59:59,14,false,true,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,georegion,usw1,www.capitalgroup.com,/,1969-12-31 15:59:59,13,false,false,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,PIM-SESSION-ID,aSOHTG699rey5dc7,.capitalgroup.com,/,1969-12-31 15:59:59,30,false,false,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,bm_sz,C44347B6DB964F5A899B8AD1FCAB0429~YAAQjHfZF9gts6qVAQAAYmzjyBvFM771fl0z06UTB2OsARvRGjQUphftptUSSzhPSa9cx+vYB5+k7mcREhtj7oTm6cizXakN11ZaX4xvxMYGf+bm3JIgYIRFjZVUcClvQnwUZzVbyrb2xXeOIhhjHJfcwEOXtddUKDM1czV8YYU3BptxqLwcgQfviiZAvt0lChouYx3QdIwJCZ45AgkBm+5a1imMOs7ET8jelfb/iech+uEKoJsB41AcXFxOK3cDbvnZWnGYLDTe1/1Pb8MMCu1YbLzvxrJkD0YBqGfxRgnpjVk+o5YqBqsHjho2Lp0JnjkffBkL8RxzLJfUEgzGIpa39JQaOiELGI10BOT3MXeAjwJjG5ZVoK8UDtVgcmYjY6UHu0uBgAq8oPKRHZ5c4wwkNIFLYVFi3eJ2bg==~4274232~4535105,.capitalgroup.com,/,2025-03-24 13:01:40,478,false,false,false,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,cgbmal,false,www.capitalgroup.com,/,1969-12-31 15:59:59,11,false,true,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,_bman,936f9a2fc7b89f75364eba9de76ace83,.www.capitalgroup.com,/,1969-12-31 15:59:59,37,false,true,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,demdex,40956307607636732392851288787034172210,.demdex.net,/,2025-09-20 09:01:44,44,false,true,false,None,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,CURRENT_EXPERIENCE,advisor,www.capitalgroup.com,/,1969-12-31 15:59:59,25,false,false,true,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,_abck,9970A21CE3448C0092FA725DE13D4B5C~-1~YAAQjHfZF9gvs6qVAQAAZnHjyA0ejce1Oyutl8nCN+r/6Y8XgEJc3HRm0lQ2Goj0AeiiekZcUWPb36z4pixSkaOu7afg22qDyKLXE5Yja/O2HJzjZ1Kw8Ta/AiivlQ0TnAxyesAd1EAvfqo+E4s2zz8vesTuFHiP9bEu0CKCOzsRGj3pp5y7P5b5QBlv4TjkcjOv/dVFn+6wfPvKmQXp6gwbmSiucaUCmeaIelBESWQBJ8jYlB3yP0kKmOcpLMKJKyq5OghVVDLfLb7rwf7LASGEc3AD8V+1JhLNeZq8of91YNQu/bBmxDq55XhuAgGbc0zHGZMXicvnCIs65ax4Bl/0WlFa4CT1OceidjgqXDFAPlatXfL2/2CRMdKCOgg8KOcMepWo6QraA/OpYOdlJkwlEYSh5x50uRDuv+9scUlbemusli++Ytvgu7OAXiDZDIya+BK/KLBSVJIOjVr++xTGFM15ZfVVUBPTTvmwjZXQLQ4=~-1~||0||~1742835703,.capitalgroup.com,/,2026-03-24 09:01:43,557,false,true,false,,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,AMCVS_A80B3BC75245AE7A0A490D4D%40AdobeOrg,1,.capitalgroup.com,/,1969-12-31 15:59:59,42,false,true,true,None,Medium
2025-03-24 09:01:44.330,https://www.capitalgroup.com/advisor/investments/exchange-traded-funds/details/cgcp,example-with-cookies,before,full page,768x1024,_dd_s,rum=2&id=d4c584ad-cc64-4426-8589-6ce0e350ed6f&created=1742832103959&expire=1742833003959,www.capitalgroup.com,/,2025-03-24 09:16:43,93,false,false,false,Strict,Medium
